"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F"
"52932",8,0,0,0,0,0
"52933",10,0,0,5,1,0
"52934",8,1,1,6,2,0
"52935",8,0,0,0,0,0
"52936",10,0,0,6,0,0
"52937",10,3,0,0,0,0
"52938",1,2,0,10,0,0
"52939",4,0,10,0,0,0
"52940",9,2,0,0,0,0
"52941",9,0,0,0,0,7
"52942",0,5,10,0,0,0
"52943",0,0,1,1,0,1
"52944",1,1,1,1,1,1
"52945",9,1,0,0,0,0
"52946",9,0,0,8,0,0
"52947",10,2,0,5,3,3
"52948",8,3,0,6,3,5
"52949",5,5,0,5,3,1
"52950",7,4,0,6,0,3
"52951",4,7,1,3,6,3
"52952",7,2,0,3,3,1
"52953",7,3,0,5,1,1
"52954",10,1,1,5,8,5
"52956",10,1,1,3,1,1
"52957",9,0,0,8,0,0
"52958",6,1,1,6,1,1
"52959",0,10,0,0,0,0
"52960",1,6,2,4,5,0
"52961",5,1,0,3,1,0
"52962",5,4,0,5,1,0
"52963",10,0,0,10,0,0
"52964",1,8,0,3,1,0
"52965",5,0,0,5,1,3
"52966",10,5,3,3,1,1
"52967",10,1,0,5,2,1
"52968",10,1,1,3,2,1
"52969",10,7,5,6,5,0
"52970",5,5,0,5,5,0
"52971",10,6,4,4,3,1
"52972",10,2,1,8,4,1
"52973",2,9,1,2,10,9
"52974",10,1,1,1,1,1
"52975",0,10,1,0,3,1
"52976",1,1,10,1,1,1
"52977",1,10,1,1,1,1
"52978",1,1,10,1,1,1
"52979",7,3,2,5,4,1
"52980",1,1,10,1,1,1
"52981",10,1,0,1,1,1
"52982",10,1,0,7,1,1
"52983",10,1,0,7,1,1
"52984",10,1,0,7,1,1
"52986",5,3,0,1,1,1
"52988",10,1,0,7,1,1
"52989",1,10,0,1,8,1
"52990",10,1,0,1,1,1
"52991",10,0,0,5,1,1
"52992",8,1,0,5,2,3
"52993",6,3,0,7,5,3
"52995",10,0,0,7,0,1
"52996",3,8,0,4,2,2
"52997",10,0,0,7,3,3
"52998",5,5,0,0,8,0
"52999",2,2,2,3,8,5
"53000",4,5,4,0,0,0
"53001",10,0,0,0,0,0
"53003",10,3,3,6,0,0
"53004",9,2,0,3,0,0
"53005",6,3,0,7,0,0
"53006",8,7,0,8,0,0
"53007",8,1,0,4,0,0
"53009",5,3,0,3,3,3
"53010",10,0,0,7,0,6
"53011",6,2,0,7,7,6
"53012",5,2,0,3,0,6
"53013",5,0,0,5,6,0
"53014",2,7,0,0,10,4
"53015",10,0,0,8,0,0
"53016",7,3,0,10,5,3
"53017",10,1,0,8,1,3
"53018",10,5,0,6,0,0
"53019",9,1,0,8,2,0
"53020",10,1,1,10,0,0
"53021",6,1,0,5,2,3
"53022",7,2,0,5,5,3
"53023",8,2,0,4,2,2
"53024",8,1,0,5,4,3
"53025",9,0,0,3,0,0
"53026",7,0,0,6,0,0
"53027",8,0,0,5,1,1
"53028",9,0,0,6,2,3
"53029",6,2,1,5,2,2
"53030",10,7,0,0,0,0
"53031",6,4,0,4,0,0
"53032",9,0,0,5,0,0
"53033",4,4,0,4,0,0
"53034",0,4,0,0,0,0
"53035",0,2,2,0,2,0
"53036",10,0,0,0,0,0
"53037",10,0,0,10,0,0
"53038",7,0,0,0,0,0
"53039",4,2,0,3,2,0
"53040",6,3,0,3,2,0
"53041",6,3,2,6,7,6
"53042",8,9,7,5,5,3
"53043",10,0,0,0,0,0
"53044",4,4,0,4,4,4
"53045",10,1,0,10,1,1
"53046",10,0,0,8,0,0
"53047",10,0,0,0,0,0
"53048",10,0,0,10,0,0
"53049",0,1,1,0,2,1
"53050",10,0,0,10,0,0
"53051",0,10,0,0,0,0
"53052",0,7,0,0,0,0
"53053",0,0,0,0,0,0
"53054",5,4,0,3,1,1
"53055",5,5,0,0,0,0
"53056",8,0,0,6,1,1
"53057",6,0,0,5,0,0
"53058",10,0,0,7,0,0
"53059",6,1,0,1,1,1
"53060",5,10,0,0,0,0
"53061",5,5,7,0,0,0
"53062",10,0,0,8,3,5
"53063",10,0,0,8,0,0
"53064",0,0,10,0,0,0
"53065",0,10,3,1,0,0
"53066",1,2,9,0,0,4
"53067",4,4,4,4,4,4
"53068",5,5,10,5,5,5
"53069",0,4,10,0,0,0
"53070",9,1,2,7,2,8
"53071",0,1,10,0,1,0
"53073",0,5,5,5,5,5
"53074",0,4,9,0,0,3
"53075",4,4,4,4,4,4
"53076",5,5,5,5,5,5
"53077",6,5,1,1,1,1
"53078",10,5,5,5,5,5
"53079",1,4,7,1,1,3
"53080",4,1,0,4,1,1
"53081",9,3,0,7,1,3
"53082",10,1,0,8,1,1
"53083",8,2,0,8,8,2
"53084",5,5,0,5,2,1
"53085",6,1,0,8,1,1
"53086",1,3,0,3,6,1
"53087",3,8,0,5,2,1
"53088",6,3,6,7,2,1
"53089",3,7,0,6,2,1
"53090",9,3,0,5,1,1
"53091",0,7,0,0,5,3
"53092",1,6,1,1,3,1
"53093",1,6,0,0,2,0
"53094",9,5,0,6,2,3
"53095",4,9,3,4,6,3
"53096",8,3,0,6,6,4
"53097",0,7,0,0,1,0
"53098",9,3,1,6,3,2
"53099",1,7,1,1,4,1
"53100",1,7,1,1,8,2
"53101",0,8,0,0,3,1
"53102",2,10,3,2,6,2
"53103",10,1,1,8,1,1
"53104",10,1,1,8,1,1
"53105",3,2,2,2,5,3
"53106",10,3,1,8,2,2
"53107",10,2,1,8,2,2
"53108",3,6,2,1,2,2
"53109",3,2,4,1,2,2
"53110",3,7,2,1,6,4
"53111",1,4,1,1,1,1
"53112",7,2,0,7,5,0
"53113",10,0,0,10,0,0
"53114",10,0,0,10,0,0
"53115",10,0,0,8,0,0
"53116",0,0,0,0,0,0
"53117",0,10,0,0,0,0
"53118",0,7,0,0,3,0
"53119",10,0,0,10,0,0
"53120",10,1,1,10,1,1
"53121",10,0,0,10,0,0
"53122",0,10,0,0,5,0
"53123",3,1,0,1,1,1
"53124",10,0,0,10,3,3
"53125",10,5,1,1,5,1
"53126",6,4,2,5,4,4
"53127",6,4,0,7,3,3
"53128",2,7,3,3,5,4
"53129",7,7,1,5,7,7
"53130",7,0,0,5,1,1
"53132",1,2,2,1,2,2
"53133",0,0,0,0,5,0
"53134",1,3,2,1,2,2
"53135",5,0,0,0,0,0
"53136",1,0,0,0,2,0
"53137",0,0,0,0,6,3
"53138",0,1,0,1,2,0
"53139",0,0,1,0,1,1
"53140",6,0,0,0,0,0
"53141",2,1,0,1,3,1
"53142",9,0,7,0,0,0
"53143",1,2,3,0,0,2
"53144",0,0,3,0,0,0
"53145",10,0,2,0,0,0
"53146",10,3,4,5,3,3
"53147",10,0,0,5,0,0
"53148",5,5,0,0,3,0
"53149",6,1,0,1,4,1
"53151",4,5,0,0,2,0
"53152",5,5,0,0,3,2
"53153",5,5,0,5,5,0
"53154",10,1,0,9,0,0
"53155",5,5,0,3,5,0
"53156",2,10,1,0,4,2
"53157",0,8,0,4,5,0
"53158",0,5,0,0,2,0
"53159",0,7,0,0,4,0
"53161",0,5,0,0,0,0
"53162",8,0,0,0,0,0
"53163",8,0,0,0,0,0
"53164",10,0,0,4,0,0
"53165",10,0,0,5,0,0
"53166",9,2,1,4,3,0
"53167",8,0,0,5,0,0
"53168",10,0,0,0,0,0
"53169",8,0,0,0,0,0
"53170",8,0,0,5,0,0
"53171",10,0,0,0,0,0
"53172",8,0,0,0,0,0
"53173",10,0,0,4,0,0
"53174",10,0,0,5,0,0
"53175",7,0,0,3,0,0
"53176",7,0,0,0,0,0
"53177",1,10,1,3,6,3
"53178",1,10,1,3,4,4
"53179",5,3,0,2,0,0
"53180",0,0,0,0,0,0
"53181",8,4,0,6,4,4
"53182",10,5,0,5,0,0
"53183",3,7,2,3,5,4
"53184",0,0,0,0,0,0
"53185",0,3,9,1,2,1
"53186",0,10,2,1,3,3
"53187",10,0,0,9,0,1
"53188",1,2,10,0,0,3
"53189",10,0,0,0,0,0
"53190",5,1,7,0,0,0
"53191",10,0,0,0,0,0
"53192",10,0,0,0,0,0
"53193",10,0,5,6,0,0
"53194",5,0,3,2,1,0
"53196",5,0,0,0,0,0
"53198",2,3,0,2,4,2
"53199",1,2,2,0,0,1
"53200",5,10,0,0,0,0
"53201",2,3,3,1,5,2
"53202",0,5,0,0,5,5
"53203",7,3,0,6,4,2
"53204",4,4,0,4,4,4
"53205",4,0,0,0,0,0
"53206",0,5,2,0,4,4
"53207",0,8,0,0,9,0
"53208",9,5,0,4,0,0
"53209",0,2,0,0,10,2
"53210",10,1,1,8,4,6
"53211",6,4,0,4,4,3
"53212",10,3,0,6,3,3
"53214",9,1,0,5,0,1
"53215",10,1,0,4,0,5
"53216",2,8,3,2,4,3
"53217",10,3,0,8,4,4
"53218",10,0,0,3,0,2
"53219",9,3,0,6,3,4
"53220",9,2,2,1,1,1
"53221",10,3,0,6,4,3
"53222",9,0,0,10,0,0
"53223",0,10,4,0,3,2
"53224",7,4,3,9,4,4
"53225",8,4,0,8,4,4
"53226",10,0,0,8,0,0
"53227",0,3,0,1,9,2
"53228",3,7,3,3,4,4
"53229",9,0,0,6,2,1
"53230",3,10,0,0,0,0
